Cancer.Site,Stage.At.Diagnosis,Geography,Year,Age.Group,Gender,Race,Average.Annual.Population,Average.Annual.Observations,Age.Adj..Rate.per.100.000,X95..CI,counties
Oral Cavity and Pharynx,All,Snohomish,2016-2020,All,Male,All,399947,18,4.6,"[3.7, 5.7]",Snohomish
Oral Cavity and Pharynx,All,Snohomish,2016-2020,All,Female,All,400972,9,1.9,"[1.4, 2.6]",Snohomish
Oral Cavity and Pharynx,All,Snohomish,2016-2020,All,All,All,800919,27,3.1,"[2.6, 3.7]",Snohomish
Oral Cavity and Pharynx,All,Spokane,2016-2020,All,Male,All,258269,17,5.4,"[4.3, 6.8]",Spokane
Oral Cavity and Pharynx,All,Spokane,2016-2020,All,Female,All,263176,8,2.0,"[1.4, 2.9]",Spokane
Oral Cavity and Pharynx,All,Spokane,2016-2020,All,All,All,521445,24,3.6,"[3.0, 4.3]",Spokane
Oral Cavity and Pharynx,All,Stevens,2016-2020,All,Male,All,22895,NR,NR,NR,Stevens
Oral Cavity and Pharynx,All,Stevens,2016-2020,All,Female,All,22748,NR,NR,NR,Stevens
Oral Cavity and Pharynx,All,Stevens,2016-2020,All,All,All,45643,NR,NR,NR,Stevens
Oral Cavity and Pharynx,All,Thurston,2016-2020,All,Male,All,139164,6,3.6,"[2.4, 5.2]",Thurston
Oral Cavity and Pharynx,All,Thurston,2016-2020,All,Female,All,146165,3,1.3,"[0.7, 2.4]",Thurston
Oral Cavity and Pharynx,All,Thurston,2016-2020,All,All,All,285329,9,2.3,"[1.7, 3.2]",Thurston
Oral Cavity and Pharynx,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Oral Cavity and Pharynx,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Oral Cavity and Pharynx,All,Wahkiakum,2016-2020,All,All,All,4299,NR,NR,NR,Wahkiakum
Oral Cavity and Pharynx,All,Walla Walla,2016-2020,All,Male,All,31463,NR,NR,NR,Walla Walla
Oral Cavity and Pharynx,All,Walla Walla,2016-2020,All,Female,All,30305,NR,NR,NR,Walla Walla
Oral Cavity and Pharynx,All,Walla Walla,2016-2020,All,All,All,61767,NR,NR,NR,Walla Walla
Oral Cavity and Pharynx,All,Whatcom,2016-2020,All,Male,All,108211,6,4.7,"[3.1, 6.9]",Whatcom
Oral Cavity and Pharynx,All,Whatcom,2016-2020,All,Female,All,111712,2,1.2,"[0.6, 2.6]",Whatcom
Oral Cavity and Pharynx,All,Whatcom,2016-2020,All,All,All,219923,8,2.8,"[2.0, 4.0]",Whatcom
Oral Cavity and Pharynx,All,Whitman,2016-2020,All,Male,All,23667,NR,NR,NR,Whitman
Oral Cavity and Pharynx,All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Oral Cavity and Pharynx,All,Whitman,2016-2020,All,All,All,47329,NR,NR,NR,Whitman
Oral Cavity and Pharynx,All,Yakima,2016-2020,All,Male,All,126641,4,3.5,"[2.2, 5.5]",Yakima
Oral Cavity and Pharynx,All,Yakima,2016-2020,All,Female,All,127169,3,2.1,"[1.2, 3.5]",Yakima
Oral Cavity and Pharynx,All,Yakima,2016-2020,All,All,All,253810,8,2.7,"[1.9, 3.8]",Yakima
Ovary,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Ovary,All,Asotin,2016-2020,All,Female,All,11370,NR,NR,NR,Asotin
Ovary,All,Benton,2016-2020,All,Female,All,99958,8,6.7,"[4.7, 9.3]",Benton
Ovary,All,Chelan,2016-2020,All,Female,All,38682,3,4.3,"[2.3, 8.0]",Chelan
Ovary,All,Clallam,2016-2020,All,Female,All,38345,7,8.5,"[6.0, 13.1]",Clallam
Ovary,All,Clark,2016-2020,All,Female,All,243884,19,6.1,"[4.9, 7.5]",Clark
Ovary,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Ovary,All,Cowlitz,2016-2020,All,Female,All,54522,4,5.8,"[3.5, 9.4]",Cowlitz
Ovary,All,Douglas,2016-2020,All,Female,All,20701,2,8.1,"[4.0, 15.6]",Douglas
Ovary,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Ovary,All,Franklin,2016-2020,All,Female,All,44703,3,8.9,"[4.9, 14.9]",Franklin
Ovary,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Ovary,All,Grant,2016-2020,All,Female,All,46950,3,4.7,"[2.4, 8.5]",Grant
Ovary,All,Grays Harbor,2016-2020,All,Female,All,36373,3,5.4,"[3.0, 9.7]",Grays Harbor
Ovary,All,Island,2016-2020,All,Female,All,42860,6,7.0,"[4.6, 11.1]",Island
Ovary,All,Jefferson,2016-2020,All,Female,All,16416,5,10.6,"[6.6, 22.3]",Jefferson
Ovary,All,King,2016-2020,All,Female,All,1094637,83,6.6,"[6.0, 7.3]",King
Ovary,All,Kitsap,2016-2020,All,Female,All,132989,12,6.3,"[4.8, 8.2]",Kitsap
Ovary,All,Kittitas,2016-2020,All,Female,All,22165,2,8.0,"[3.9, 15.8]",Kittitas
Ovary,All,Klickitat,2016-2020,All,Female,All,10818,NR,NR,NR,Klickitat
Ovary,All,Lewis,2016-2020,All,Female,All,40148,4,6.1,"[3.6, 10.4]",Lewis
Ovary,All,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Ovary,All,Mason,2016-2020,All,Female,All,31257,3,4.3,"[2.3, 8.8]",Mason
Ovary,All,Okanogan,2016-2020,All,Female,All,20466,NR,NR,NR,Okanogan
Ovary,All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Ovary,All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Ovary,All,Pierce,2016-2020,All,Female,All,449353,38,7.2,"[6.2, 8.3]",Pierce
Ovary,All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Ovary,All,Skagit,2016-2020,All,Female,All,63868,6,5.3,"[3.5, 8.2]",Skagit
Ovary,All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Ovary,All,Snohomish,2016-2020,All,Female,All,400972,36,7.6,"[6.5, 8.8]",Snohomish
Ovary,All,Spokane,2016-2020,All,Female,All,263176,23,6.7,"[5.5, 8.2]",Spokane
Ovary,All,Stevens,2016-2020,All,Female,All,22748,3,8.2,"[4.5, 15.6]",Stevens
Ovary,All,Thurston,2016-2020,All,Female,All,146165,16,8.1,"[6.4, 10.3]",Thurston
Ovary,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Ovary,All,Walla Walla,2016-2020,All,Female,All,30305,2,4.3,"[2.0, 9.0]",Walla Walla
Ovary,All,Whatcom,2016-2020,All,Female,All,111712,14,9.4,"[7.3, 12.1]",Whatcom
Ovary,All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Ovary,All,Yakima,2016-2020,All,Female,All,127169,9,6.3,"[4.5, 8.5]",Yakima
Pancreas,All,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Pancreas,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Pancreas,All,Adams,2016-2020,All,All,All,20172,NR,NR,NR,Adams
Pancreas,All,Asotin,2016-2020,All,Male,All,10756,2,13.1,"[6.7, 26.5]",Asotin
Pancreas,All,Asotin,2016-2020,All,Female,All,11370,2,11.0,"[5.7, 23.0]",Asotin
Pancreas,All,Asotin,2016-2020,All,All,All,22126,5,12.1,"[7.7, 19.6]",Asotin
Pancreas,All,Benton,2016-2020,All,Male,All,98978,15,13.8,"[10.8, 17.6]",Benton
Pancreas,All,Benton,2016-2020,All,Female,All,99958,11,8.8,"[6.7, 11.7]",Benton
Pancreas,All,Benton,2016-2020,All,All,All,198936,26,11.2,"[9.4, 13.4]",Benton
Pancreas,All,Chelan,2016-2020,All,Male,All,38595,6,12.9,"[8.8, 18.8]",Chelan
Pancreas,All,Chelan,2016-2020,All,Female,All,38682,4,7.4,"[4.4, 12.0]",Chelan
Pancreas,All,Chelan,2016-2020,All,All,All,77278,10,9.8,"[7.3, 13.2]",Chelan
Pancreas,All,Clallam,2016-2020,All,Male,All,37283,11,14.7,"[10.9, 20.5]",Clallam
Pancreas,All,Clallam,2016-2020,All,Female,All,38345,7,8.7,"[6.0, 13.3]",Clallam
Pancreas,All,Clallam,2016-2020,All,All,All,75628,18,11.3,"[9.0, 14.5]",Clallam
Pancreas,All,Clark,2016-2020,All,Male,All,237977,29,11.3,"[9.4, 13.4]",Clark
Pancreas,All,Clark,2016-2020,All,Female,All,243884,32,10.2,"[8.7, 12.0]",Clark
Pancreas,All,Clark,2016-2020,All,All,All,481861,60,10.7,"[9.5, 12.0]",Clark
Pancreas,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Pancreas,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Pancreas,All,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Pancreas,All,Cowlitz,2016-2020,All,Male,All,53421,10,13.2,"[9.7, 17.8]",Cowlitz
Pancreas,All,Cowlitz,2016-2020,All,Female,All,54522,7,9.3,"[6.5, 13.3]",Cowlitz
Pancreas,All,Cowlitz,2016-2020,All,All,All,107943,18,11.2,"[8.9, 14.0]",Cowlitz
Pancreas,All,Douglas,2016-2020,All,Male,All,20946,NR,NR,NR,Douglas
Pancreas,All,Douglas,2016-2020,All,Female,All,20701,NR,NR,NR,Douglas
Pancreas,All,Douglas,2016-2020,All,All,All,41647,4,7.0,"[4.1, 11.6]",Douglas
Pancreas,All,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Pancreas,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Pancreas,All,Ferry,2016-2020,All,All,All,7245,NR,NR,NR,Ferry
Pancreas,All,Franklin,2016-2020,All,Male,All,47829,5,15.6,"[9.8, 24.1]",Franklin
Pancreas,All,Franklin,2016-2020,All,Female,All,44703,5,15.5,"[10.1, 23.0]",Franklin
Pancreas,All,Franklin,2016-2020,All,All,All,92532,10,15.4,"[11.4, 20.5]",Franklin
Pancreas,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Pancreas,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Pancreas,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Pancreas,All,Grant,2016-2020,All,Male,All,49209,6,12.2,"[8.2, 17.7]",Grant
Pancreas,All,Grant,2016-2020,All,Female,All,46950,7,12.5,"[8.6, 17.7]",Grant
Pancreas,All,Grant,2016-2020,All,All,All,96159,13,12.3,"[9.5, 15.9]",Grant
Pancreas,All,Grays Harbor,2016-2020,All,Male,All,38179,9,16.1,"[11.6, 22.2]",Grays Harbor
Pancreas,All,Grays Harbor,2016-2020,All,Female,All,36373,6,9.8,"[6.4, 15.1]",Grays Harbor
Pancreas,All,Grays Harbor,2016-2020,All,All,All,74552,15,12.8,"[10.0, 16.4]",Grays Harbor
Pancreas,All,Island,2016-2020,All,Male,All,42072,6,9.3,"[6.2, 14.2]",Island
Pancreas,All,Island,2016-2020,All,Female,All,42860,9,11.4,"[8.2, 16.3]",Island
Pancreas,All,Island,2016-2020,All,All,All,84932,15,10.5,"[8.2, 13.6]",Island
Pancreas,All,Jefferson,2016-2020,All,Male,All,15920,6,14.0,"[9.0, 25.1]",Jefferson
Pancreas,All,Jefferson,2016-2020,All,Female,All,16416,4,8.3,"[4.9, 19.8]",Jefferson
Pancreas,All,Jefferson,2016-2020,All,All,All,32336,9,11.0,"[7.9, 17.2]",Jefferson
Pancreas,All,King,2016-2020,All,Male,All,1096115,114,11.2,"[10.2, 12.2]",King
Pancreas,All,King,2016-2020,All,Female,All,1094637,117,9.3,"[8.6, 10.1]",King
Pancreas,All,King,2016-2020,All,All,All,2190752,231,10.2,"[9.6, 10.8]",King
Pancreas,All,Kitsap,2016-2020,All,Male,All,136205,20,12.4,"[10.1, 15.3]",Kitsap
Pancreas,All,Kitsap,2016-2020,All,Female,All,132989,19,9.9,"[8.0, 12.3]",Kitsap
Pancreas,All,Kitsap,2016-2020,All,All,All,269194,39,11.1,"[9.6, 12.8]",Kitsap
Pancreas,All,Kittitas,2016-2020,All,Male,All,22480,4,13.3,"[7.9, 22.3]",Kittitas
Pancreas,All,Kittitas,2016-2020,All,Female,All,22165,4,12.2,"[7.2, 20.9]",Kittitas
Pancreas,All,Kittitas,2016-2020,All,All,All,44645,7,12.9,"[9.0, 18.5]",Kittitas
Pancreas,All,Klickitat,2016-2020,All,Male,All,11295,2,11.7,"[6.0, 24.6]",Klickitat
Pancreas,All,Klickitat,2016-2020,All,Female,All,10818,NR,NR,NR,Klickitat
Pancreas,All,Klickitat,2016-2020,All,All,All,22113,4,9.8,"[5.8, 17.3]",Klickitat
Pancreas,All,Lewis,2016-2020,All,Male,All,40168,9,14.8,"[10.6, 20.7]",Lewis
Pancreas,All,Lewis,2016-2020,All,Female,All,40148,8,12.2,"[8.8, 17.3]",Lewis
Pancreas,All,Lewis,2016-2020,All,All,All,80317,17,13.6,"[10.8, 17.2]",Lewis
Pancreas,All,Lincoln,2016-2020,All,Male,All,5414,2,19.4,"[9.2, 46.4]",Lincoln
Pancreas,All,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Pancreas,All,Lincoln,2016-2020,All,All,All,10765,4,17.1,"[10.1, 32.0]",Lincoln
Pancreas,All,Mason,2016-2020,All,Male,All,33239,8,14.1,"[9.9, 20.4]",Mason
Pancreas,All,Mason,2016-2020,All,Female,All,31257,7,13.0,"[8.9, 19.2]",Mason
Pancreas,All,Mason,2016-2020,All,All,All,64496,15,13.6,"[10.6, 17.6]",Mason
Pancreas,All,Okanogan,2016-2020,All,Male,All,21467,5,14.8,"[9.2, 23.8]",Okanogan
Pancreas,All,Okanogan,2016-2020,All,Female,All,20466,3,8.1,"[4.4, 15.9]",Okanogan
Pancreas,All,Okanogan,2016-2020,All,All,All,41932,7,11.2,"[7.8, 16.2]",Okanogan
Pancreas,All,Pacific,2016-2020,All,Male,All,11357,4,18.7,"[11.5, 32.6]",Pacific
Pancreas,All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Pancreas,All,Pacific,2016-2020,All,All,All,22755,6,12.6,"[8.4, 20.5]",Pacific
Pancreas,All,Pend Oreille,2016-2020,All,Male,All,6738,NR,NR,NR,Pend Oreille
Pancreas,All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Pancreas,All,Pend Oreille,2016-2020,All,All,All,13280,2,7.1,"[3.3, 18.1]",Pend Oreille
Pancreas,All,Pierce,2016-2020,All,Male,All,442332,54,12.3,"[10.9, 14.0]",Pierce
Pancreas,All,Pierce,2016-2020,All,Female,All,449353,53,9.8,"[8.6, 11.1]",Pierce
Pancreas,All,Pierce,2016-2020,All,All,All,891685,107,10.9,"[10.0, 11.9]",Pierce
Pancreas,All,San Juan,2016-2020,All,Male,All,8396,NR,NR,NR,San Juan
Pancreas,All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Pancreas,All,San Juan,2016-2020,All,All,All,17238,2,5.6,"[2.7, 15.8]",San Juan
Pancreas,All,Skagit,2016-2020,All,Male,All,62062,11,11.4,"[8.5, 15.3]",Skagit
Pancreas,All,Skagit,2016-2020,All,Female,All,63868,12,12.0,"[9.0, 16.0]",Skagit
Pancreas,All,Skagit,2016-2020,All,All,All,125929,23,11.8,"[9.7, 14.4]",Skagit
Pancreas,All,Skamania,2016-2020,All,Male,All,5817,NR,NR,NR,Skamania
Pancreas,All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Pancreas,All,Skamania,2016-2020,All,All,All,11424,NR,NR,NR,Skamania
Pancreas,All,Snohomish,2016-2020,All,Male,All,399947,44,11.1,"[9.6, 12.7]",Snohomish
Pancreas,All,Snohomish,2016-2020,All,Female,All,400972,45,9.2,"[8.0, 10.5]",Snohomish
Pancreas,All,Snohomish,2016-2020,All,All,All,800919,89,10.0,"[9.1, 11.1]",Snohomish
Pancreas,All,Spokane,2016-2020,All,Male,All,258269,39,13.1,"[11.2, 15.1]",Spokane
Pancreas,All,Spokane,2016-2020,All,Female,All,263176,39,10.9,"[9.4, 12.7]",Spokane
Pancreas,All,Spokane,2016-2020,All,All,All,521445,78,11.8,"[10.7, 13.1]",Spokane
Pancreas,All,Stevens,2016-2020,All,Male,All,22895,6,17.8,"[11.8, 27.2]",Stevens
Pancreas,All,Stevens,2016-2020,All,Female,All,22748,3,9.3,"[5.2, 17.2]",Stevens
Pancreas,All,Stevens,2016-2020,All,All,All,45643,9,13.2,"[9.6, 18.5]",Stevens
Pancreas,All,Thurston,2016-2020,All,Male,All,139164,18,11.1,"[8.8, 13.7]",Thurston
Pancreas,All,Thurston,2016-2020,All,Female,All,146165,20,9.8,"[7.9, 12.1]",Thurston
Pancreas,All,Thurston,2016-2020,All,All,All,285329,38,10.4,"[9.0, 12.1]",Thurston
Pancreas,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Pancreas,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Pancreas,All,Wahkiakum,2016-2020,All,All,All,4299,NR,NR,NR,Wahkiakum
Pancreas,All,Walla Walla,2016-2020,All,Male,All,31463,5,11.0,"[7.0, 17.2]",Walla Walla
Pancreas,All,Walla Walla,2016-2020,All,Female,All,30305,4,8.7,"[5.4, 14.4]",Walla Walla
Pancreas,All,Walla Walla,2016-2020,All,All,All,61767,9,9.8,"[7.1, 13.5]",Walla Walla
Pancreas,All,Whatcom,2016-2020,All,Male,All,108211,22,17.0,"[13.9, 20.7]",Whatcom
Pancreas,All,Whatcom,2016-2020,All,Female,All,111712,13,8.5,"[6.6, 11.1]",Whatcom
Pancreas,All,Whatcom,2016-2020,All,All,All,219923,35,12.3,"[10.5, 14.4]",Whatcom
Pancreas,All,Whitman,2016-2020,All,Male,All,23667,4,22.3,"[13.7, 35.3]",Whitman
Pancreas,All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Pancreas,All,Whitman,2016-2020,All,All,All,47329,6,14.4,"[9.7, 21.2]",Whitman
Pancreas,All,Yakima,2016-2020,All,Male,All,126641,13,9.7,"[7.4, 12.5]",Yakima
Pancreas,All,Yakima,2016-2020,All,Female,All,127169,13,9.3,"[7.2, 12.0]",Yakima
Pancreas,All,Yakima,2016-2020,All,All,All,253810,26,9.6,"[8.0, 11.5]",Yakima
Prostate,All,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Prostate,All,Asotin,2016-2020,All,Male,All,10756,NR,NR,NR,Asotin
Prostate,All,Benton,2016-2020,All,Male,All,98978,19,20.4,"[16.4, 25.1]",Benton
Prostate,All,Chelan,2016-2020,All,Male,All,38595,8,17.4,"[12.5, 24.0]",Chelan
Prostate,All,Clallam,2016-2020,All,Male,All,37283,20,26.9,"[21.8, 33.7]",Clallam
Prostate,All,Clark,2016-2020,All,Male,All,237977,46,20.4,"[17.7, 23.3]",Clark
Prostate,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Prostate,All,Cowlitz,2016-2020,All,Male,All,53421,14,22.5,"[17.5, 28.7]",Cowlitz
Prostate,All,Douglas,2016-2020,All,Male,All,20946,3,15.2,"[8.8, 25.2]",Douglas
Prostate,All,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Prostate,All,Franklin,2016-2020,All,Male,All,47829,5,15.7,"[9.7, 24.3]",Franklin
Prostate,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Prostate,All,Grant,2016-2020,All,Male,All,49209,9,20.2,"[14.7, 27.4]",Grant
Prostate,All,Grays Harbor,2016-2020,All,Male,All,38179,10,20.1,"[14.8, 27.1]",Grays Harbor
Prostate,All,Island,2016-2020,All,Male,All,42072,14,21.6,"[16.7, 28.1]",Island
Prostate,All,Jefferson,2016-2020,All,Male,All,15920,7,20.0,"[13.9, 31.9]",Jefferson
Prostate,All,King,2016-2020,All,Male,All,1096115,164,18.3,"[17.0, 19.6]",King
Prostate,All,Kitsap,2016-2020,All,Male,All,136205,28,19.2,"[16.1, 22.9]",Kitsap
Prostate,All,Kittitas,2016-2020,All,Male,All,22480,5,22.5,"[14.4, 34.3]",Kittitas
Prostate,All,Klickitat,2016-2020,All,Male,All,11295,4,24.8,"[14.6, 42.1]",Klickitat
Prostate,All,Lewis,2016-2020,All,Male,All,40168,12,21.9,"[16.5, 28.8]",Lewis
Prostate,All,Lincoln,2016-2020,All,Male,All,5414,NR,NR,NR,Lincoln
Prostate,All,Mason,2016-2020,All,Male,All,33239,11,25.1,"[18.8, 33.4]",Mason
Prostate,All,Okanogan,2016-2020,All,Male,All,21467,6,20.4,"[13.4, 30.8]",Okanogan
Prostate,All,Pacific,2016-2020,All,Male,All,11357,5,26.1,"[16.4, 42.5]",Pacific
Prostate,All,Pend Oreille,2016-2020,All,Male,All,6738,3,29.3,"[15.9, 55.5]",Pend Oreille
Prostate,All,Pierce,2016-2020,All,Male,All,442332,79,20.7,"[18.6, 22.9]",Pierce
Prostate,All,San Juan,2016-2020,All,Male,All,8396,4,20.1,"[11.8, 42.1]",San Juan
Prostate,All,Skagit,2016-2020,All,Male,All,62062,20,23.9,"[19.4, 29.3]",Skagit
Prostate,All,Skamania,2016-2020,All,Male,All,5817,NR,NR,NR,Skamania
Prostate,All,Snohomish,2016-2020,All,Male,All,399947,70,20.7,"[18.5, 23.1]",Snohomish
Prostate,All,Spokane,2016-2020,All,Male,All,258269,52,19.5,"[17.2, 22.1]",Spokane
Prostate,All,Stevens,2016-2020,All,Male,All,22895,9,27.8,"[20.1, 38.6]",Stevens
Prostate,All,Thurston,2016-2020,All,Male,All,139164,26,17.9,"[14.9, 21.4]",Thurston
Prostate,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Prostate,All,Walla Walla,2016-2020,All,Male,All,31463,7,18.2,"[12.7, 25.9]",Walla Walla
Prostate,All,Whatcom,2016-2020,All,Male,All,108211,25,21.4,"[17.8, 25.7]",Whatcom
Prostate,All,Whitman,2016-2020,All,Male,All,23667,3,13.6,"[7.2, 24.5]",Whitman
Prostate,All,Yakima,2016-2020,All,Male,All,126641,22,18.7,"[15.3, 22.6]",Yakima
Soft Tissue including Heart,All,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Soft Tissue including Heart,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Soft Tissue including Heart,All,Adams,2016-2020,All,All,All,20172,NR,NR,NR,Adams
Soft Tissue including Heart,All,Asotin,2016-2020,All,Male,All,10756,NR,NR,NR,Asotin
Soft Tissue including Heart,All,Asotin,2016-2020,All,Female,All,11370,NR,NR,NR,Asotin
Soft Tissue including Heart,All,Asotin,2016-2020,All,All,All,22126,NR,NR,NR,Asotin
Soft Tissue including Heart,All,Benton,2016-2020,All,Male,All,98978,NR,NR,NR,Benton
Soft Tissue including Heart,All,Benton,2016-2020,All,Female,All,99958,NR,NR,NR,Benton
Soft Tissue including Heart,All,Benton,2016-2020,All,All,All,198936,NR,NR,NR,Benton
Soft Tissue including Heart,All,Chelan,2016-2020,All,Male,All,38595,NR,NR,NR,Chelan
Soft Tissue including Heart,All,Chelan,2016-2020,All,Female,All,38682,NR,NR,NR,Chelan
Soft Tissue including Heart,All,Chelan,2016-2020,All,All,All,77278,NR,NR,NR,Chelan
Soft Tissue including Heart,All,Clallam,2016-2020,All,Male,All,37283,NR,NR,NR,Clallam
Soft Tissue including Heart,All,Clallam,2016-2020,All,Female,All,38345,NR,NR,NR,Clallam
Soft Tissue including Heart,All,Clallam,2016-2020,All,All,All,75628,2,1.8,"[0.8, 4.0]",Clallam
Soft Tissue including Heart,All,Clark,2016-2020,All,Male,All,237977,4,1.7,"[1.0, 2.7]",Clark
Soft Tissue including Heart,All,Clark,2016-2020,All,Female,All,243884,4,1.5,"[0.9, 2.3]",Clark
Soft Tissue including Heart,All,Clark,2016-2020,All,All,All,481861,8,1.6,"[1.1, 2.2]",Clark
Soft Tissue including Heart,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Soft Tissue including Heart,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Soft Tissue including Heart,All,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Soft Tissue including Heart,All,Cowlitz,2016-2020,All,Male,All,53421,NR,NR,NR,Cowlitz
Soft Tissue including Heart,All,Cowlitz,2016-2020,All,Female,All,54522,NR,NR,NR,Cowlitz
Soft Tissue including Heart,All,Cowlitz,2016-2020,All,All,All,107943,3,1.7,"[0.9, 3.1]",Cowlitz
Soft Tissue including Heart,All,Douglas,2016-2020,All,Male,All,20946,NR,NR,NR,Douglas
Soft Tissue including Heart,All,Douglas,2016-2020,All,Female,All,20701,NR,NR,NR,Douglas
Soft Tissue including Heart,All,Douglas,2016-2020,All,All,All,41647,NR,NR,NR,Douglas
Soft Tissue including Heart,All,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Soft Tissue including Heart,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Soft Tissue including Heart,All,Ferry,2016-2020,All,All,All,7245,NR,NR,NR,Ferry
Soft Tissue including Heart,All,Franklin,2016-2020,All,Male,All,47829,NR,NR,NR,Franklin
Soft Tissue including Heart,All,Franklin,2016-2020,All,Female,All,44703,NR,NR,NR,Franklin
Soft Tissue including Heart,All,Franklin,2016-2020,All,All,All,92532,NR,NR,NR,Franklin
Soft Tissue including Heart,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Soft Tissue including Heart,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Soft Tissue including Heart,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Soft Tissue including Heart,All,Grant,2016-2020,All,Male,All,49209,NR,NR,NR,Grant
Soft Tissue including Heart,All,Grant,2016-2020,All,Female,All,46950,NR,NR,NR,Grant
Soft Tissue including Heart,All,Grant,2016-2020,All,All,All,96159,NR,NR,NR,Grant
Soft Tissue including Heart,All,Grays Harbor,2016-2020,All,Male,All,38179,NR,NR,NR,Grays Harbor
Soft Tissue including Heart,All,Grays Harbor,2016-2020,All,Female,All,36373,NR,NR,NR,Grays Harbor
Soft Tissue including Heart,All,Grays Harbor,2016-2020,All,All,All,74552,NR,NR,NR,Grays Harbor
Soft Tissue including Heart,All,Island,2016-2020,All,Male,All,42072,NR,NR,NR,Island
Soft Tissue including Heart,All,Island,2016-2020,All,Female,All,42860,NR,NR,NR,Island
Soft Tissue including Heart,All,Island,2016-2020,All,All,All,84932,NR,NR,NR,Island
Soft Tissue including Heart,All,Jefferson,2016-2020,All,Male,All,15920,NR,NR,NR,Jefferson
Soft Tissue including Heart,All,Jefferson,2016-2020,All,Female,All,16416,NR,NR,NR,Jefferson
Soft Tissue including Heart,All,Jefferson,2016-2020,All,All,All,32336,NR,NR,NR,Jefferson
Soft Tissue including Heart,All,King,2016-2020,All,Male,All,1096115,16,1.5,"[1.2, 1.9]",King
Soft Tissue including Heart,All,King,2016-2020,All,Female,All,1094637,17,1.4,"[1.1, 1.8]",King
Soft Tissue including Heart,All,King,2016-2020,All,All,All,2190752,33,1.4,"[1.2, 1.7]",King
Soft Tissue including Heart,All,Kitsap,2016-2020,All,Male,All,136205,3,2.0,"[1.1, 3.5]",Kitsap
Soft Tissue including Heart,All,Kitsap,2016-2020,All,Female,All,132989,NR,NR,NR,Kitsap
